Survived,Pclass,Age,Fare,FamilySize,Sex_male,Embarked_Q,Embarked_S
0,3,20.0,7.925,1,True,False,True
0,2,16.0,10.5,1,True,False,True
1,1,30.0,31.0,1,False,False,False
0,3,34.5,6.4375,1,True,False,False
0,3,17.0,8.6625,1,True,False,True
0,3,42.0,7.55,1,True,False,True
0,3,35.0,7.8958,1,True,False,False
0,2,28.0,16.5,2,True,False,True
0,3,4.0,4.4678571428571425,7,True,False,True
0,3,74.0,7.775,1,True,False,True
0,3,9.0,5.081933333333333,3,False,False,False
1,1,16.0,19.7,2,False,False,True
0,2,44.0,13.0,2,False,False,True
1,3,18.0,4.675,2,False,False,True
1,1,45.0,54.95556666666667,3,False,False,True
1,1,51.0,26.55,1,True,False,True
1,3,24.0,4.814575,4,False,False,False
0,3,41.0,4.702766666666666,3,True,False,True
0,2,21.0,5.75,2,True,False,True
1,1,48.0,25.9292,1,False,False,True
0,2,24.0,13.0,1,True,False,True
1,2,42.0,13.0,1,False,False,True
1,2,27.0,6.92915,2,False,False,False
0,1,31.0,50.4958,1,True,False,True
1,3,4.0,3.7111,3,True,False,True
0,3,26.0,7.8958,1,True,False,True
1,1,47.0,17.518066666666666,3,False,False,True
0,1,33.0,5.0,1,True,False,True
0,3,47.0,9.0,1,True,False,True
1,2,28.0,12.0,2,False,False,False
1,3,15.0,7.225,1,False,False,False
0,3,20.0,9.8458,1,True,False,True
0,3,19.0,7.8958,1,True,False,True
1,1,56.0,41.57915,2,False,False,False
1,2,25.0,13.0,2,False,False,True
0,3,33.0,7.8958,1,True,False,True
0,3,22.0,10.5167,1,False,False,True
0,2,28.0,10.5,1,True,False,True
0,3,25.0,7.05,1,True,False,True
0,3,39.0,4.854166666666667,6,False,True,False
0,2,27.0,13.0,1,True,False,True
1,1,19.0,30.0,1,False,False,True
1,1,26.0,30.0,1,True,False,False
0,3,32.0,7.75,1,True,True,False
